时间,系统总CPU%,可用内存MB,后端CPU%,后端内存MB,JMeterCPU%,JMeter内存MB,MySQLCPU%,MySQL内存MB,DB连接数,DB活跃连接
11:19:29,11,3842,0,971.9,0,120.0,0,62.1,21,1
11:19:31,8,3841,0,971.9,0,120.0,0,62.1,21,1
11:19:33,7,3842,0,971.9,0,120.0,0,62.1,21,1
11:19:35,8,3841,0,971.9,0,120.0,0,62.1,21,1
11:19:37,14,3837,0,971.9,0,120.0,0,62.1,21,1
11:19:39,10,3842,0,971.9,0,120.0,0,62.1,21,1
11:19:41,8,3839,0,971.9,0,120.0,0,62.1,21,1
11:19:43,8,3840,0,971.9,0,120.0,0,62.1,21,1
11:19:45,6,3839,0,971.9,0,120.0,0,62.1,21,1
11:19:47,8,3842,0,971.9,0,120.0,0,62.1,21,1
11:19:49,9,3842,0,971.9,0,120.0,0,62.1,21,1
11:19:52,8,3841,0,971.9,0,120.0,0,62.1,21,1
11:19:54,10,3839,0,971.9,0,120.0,0,62.1,21,1
11:19:56,12,3840,0,971.9,0,120.1,0,62.1,21,1
11:19:58,15,3839,0,971.9,0,120.1,0,62.1,21,1
11:20:00,13,3815,0,971.9,0,120.1,0,62.1,21,1
11:20:02,11,3793,0,971.9,0,120.1,0,62.1,21,1
11:20:04,7,3799,0,971.9,0,120.1,0,62.1,21,1
11:20:06,8,3792,0,971.9,0,120.1,0,62.1,21,1
11:20:08,8,3793,0,971.9,0,120.1,0,62.1,21,1
11:20:10,6,3790,0,971.9,0,120.1,0,62.1,21,1
11:20:12,12,3809,0,971.9,0,120.1,0,62.1,21,1
11:20:14,9,3808,0,971.9,0,120.1,0,62.1,21,1
11:20:16,11,3808,0,971.9,0,120.1,0,62.1,21,1
11:20:19,9,3810,0,971.9,0,120.1,0,62.1,21,1
11:20:21,9,3808,0,971.9,0,120.1,0,62.1,21,1
11:20:23,10,3809,0,971.9,0,120.1,0,62.1,21,1
11:20:25,10,3809,0,971.9,0,120.1,0,62.1,21,1
11:20:27,12,3808,0,971.9,0,120.1,0,62.1,21,1
11:20:29,9,3808,0,971.9,0,120.1,0,62.1,21,1
11:20:31,10,3805,0,971.9,0,120.1,0,62.1,21,1
11:20:33,9,3807,0,971.9,0,120.1,0,62.1,21,1
11:20:35,7,3803,0,971.9,0,120.1,0,62.1,21,1
11:20:37,8,3806,0,971.9,0,120.1,0,62.1,21,1
11:20:39,8,3817,0,971.9,0,120.1,0,62.1,21,1
11:20:41,9,3822,0,971.9,0,120.1,0,62.1,21,1
11:20:43,11,3821,0,971.9,0,120.1,0,62.1,21,1
11:20:46,11,3822,0,971.9,0,120.1,0,62.1,21,1
11:20:48,13,3821,0,971.9,0,120.1,0,62.1,21,1
11:20:50,11,3801,0,971.9,0,120.2,0,62.1,21,1
11:20:52,8,3802,0,971.9,0,120.2,0,62.1,21,1
11:20:54,6,3806,0,971.9,0,120.2,0,62.1,21,1
11:20:56,10,3800,0,971.9,0,120.2,0,62.1,21,1
11:20:58,8,3800,0,971.9,0,120.2,0,62.1,21,1
11:21:00,7,3824,0,971.9,0,120.2,0,62.1,21,1
11:21:02,10,3824,0,971.9,0,120.2,0,62.1,21,1
11:21:04,11,3827,0,971.9,0,120.2,0,62.1,21,1
11:21:06,9,3824,0,971.9,0,120.2,0,62.1,21,1
11:21:08,8,3823,0,971.9,0,120.2,0,62.1,21,1
11:21:10,9,3825,0,971.9,0,120.2,0,62.1,21,1
11:21:13,6,3821,0,971.9,0,120.2,0,62.1,21,1
11:21:15,8,3826,0,971.9,0,120.2,0,62.1,21,1
11:21:17,10,3820,0,971.9,0,120.2,0,62.1,21,1
11:21:19,10,3820,0,971.9,0,120.2,0,62.1,21,1
11:21:21,12,3823,0,971.9,0,120.2,0,62.1,21,1
11:21:23,10,3820,0,971.9,0,120.2,0,62.1,21,1
11:21:25,11,3769,0,971.9,0,120.2,0,62.1,21,1
11:21:27,11,3836,0,971.9,0,120.2,0,62.1,21,1
11:21:29,8,3838,0,971.9,0,120.2,0,62.1,21,1
11:21:31,14,3838,0,971.9,0,120.2,0,62.1,21,1
11:21:33,13,3838,0,971.9,0,120.2,0,62.1,21,1
11:21:35,16,3837,0,971.9,0,120.2,0,62.1,21,1
11:21:37,14,3837,0,971.9,0,120.2,0,62.1,21,1
11:21:40,11,3834,0,971.9,0,120.2,0,62.1,21,1
11:21:42,13,3837,0,971.9,0,120.3,0,62.1,21,1
11:21:44,12,3836,0,971.9,0,120.3,0,62.1,21,1
11:21:46,13,3834,0,971.9,0,120.3,0,62.1,21,1
11:21:48,15,3805,0,971.9,0,120.3,0,62.1,21,1
11:21:50,20,3795,0,972.3,0,120.3,0,62.1,21,1
11:21:52,16,3788,0,972.2,0,120.3,0,62.1,21,1
11:21:54,30,3708,0,972.3,0,120.3,0,62.1,21,1
11:21:56,21,3740,0,972.3,0,120.3,0,62.1,21,1
11:21:58,25,3695,0,972.0,0,116.9,0,62.1,21,1
11:22:00,30,3749,0,972.0,0,116.9,0,62.1,21,1
11:22:03,29,3986,0,917.1,0,116.9,0,62.1,21,1
11:22:05,17,4231,0,917.1,0,116.9,0,60.3,21,1
11:22:07,14,4225,0,917.1,0,116.9,0,60.4,21,1
11:22:09,10,4202,0,917.3,0,116.9,0,60.4,11,1
11:22:11,7,4231,0,917.3,0,116.9,0,60.4,11,1
11:22:13,8,4229,0,917.3,0,116.9,0,60.4,11,1
11:22:15,6,4226,0,917.3,0,116.9,0,60.4,11,1
11:22:17,9,4228,0,917.2,0,116.9,0,60.4,11,1
11:22:19,9,4223,0,917.2,0,116.9,0,60.4,11,1
11:22:21,8,4223,0,917.2,0,116.9,0,60.4,11,1
11:22:23,11,4222,0,917.2,0,116.9,0,60.4,11,1
11:22:25,11,4221,0,917.2,0,116.9,0,60.4,11,1
11:22:27,11,4222,0,917.2,0,116.9,0,60.4,11,1
11:22:30,9,4223,0,917.2,0,116.9,0,60.4,11,1
11:22:32,8,4224,0,917.2,0,116.9,0,60.4,11,1
11:22:34,11,4221,0,917.2,0,116.9,0,60.4,11,1
11:22:36,11,4220,0,917.2,0,116.9,0,60.4,11,1
11:22:38,10,4221,0,917.2,0,116.9,0,60.4,11,1
11:22:40,14,4221,0,917.2,0,116.9,0,60.4,11,1
11:22:42,10,4223,0,917.2,0,116.9,0,60.4,11,1
11:22:44,8,4228,0,917.2,0,117.0,0,60.4,11,1
11:22:46,8,4226,0,917.2,0,117.0,0,60.4,11,1
11:22:48,22,4195,0,917.2,0,117.0,0,60.4,11,1
11:22:50,18,4201,0,917.2,0,117.0,0,60.4,11,1
11:22:52,21,4103,0,917.2,0,117.0,0,60.4,11,1
11:22:54,35,4017,0,917.5,0,117.0,0,60.4,11,1
11:22:57,25,4003,0,917.7,0,117.0,0,60.5,11,1
11:22:59,22,4004,0,917.9,0,117.0,0,60.5,11,1
11:23:01,29,3958,0,982.8,0,117.0,0,60.7,11,1
11:23:03,13,4000,0,941.6,0,117.0,0,60.7,11,1
11:23:05,10,4006,0,941.6,0,117.0,0,60.7,11,1
11:23:07,8,4005,0,941.5,0,117.0,0,60.7,11,1
11:23:09,8,4005,0,941.5,0,117.0,0,60.7,11,1
11:23:11,9,4008,0,941.4,0,117.0,0,60.7,11,1
11:23:13,8,4009,0,941.4,0,117.0,0,60.7,11,1
11:23:15,8,4010,0,941.3,0,117.0,0,60.7,11,1
11:23:17,8,4008,0,941.3,0,117.0,0,60.7,11,1
11:23:19,9,4007,0,941.3,0,117.0,0,60.7,11,1
11:23:21,9,4008,0,941.2,0,117.0,0,60.7,11,1
11:23:24,9,4011,0,941.2,0,117.0,0,60.7,11,1
11:23:26,8,4014,0,941.2,0,117.0,0,60.7,11,1
11:23:28,10,4017,0,941.2,0,117.0,0,60.7,11,1
11:23:30,15,4017,0,941.2,0,117.0,0,60.7,11,1
11:23:32,20,3998,0,941.2,0,117.1,0,60.7,11,1
11:23:34,17,3983,0,941.2,0,117.1,0,60.7,11,1
11:23:36,18,3987,0,941.2,0,117.1,0,60.7,11,1
11:23:38,16,3955,0,941.2,0,117.1,0,60.7,11,1
11:23:40,14,3951,0,941.2,0,117.1,0,60.7,11,1
11:23:42,16,3938,0,941.2,0,117.1,0,60.7,11,1
11:23:44,18,3931,0,941.2,0,117.1,0,60.7,11,1
11:23:46,20,3924,0,941.2,0,117.1,0,60.7,11,1
11:23:49,18,3917,0,941.2,0,117.1,0,60.7,11,1
11:23:51,22,3911,0,941.2,0,117.1,0,60.7,11,1
11:23:53,20,3881,0,941.2,0,117.1,0,60.7,11,1
11:23:55,22,3884,0,941.2,0,117.1,0,60.7,11,1
11:23:57,15,3854,0,941.2,0,117.1,0,60.7,11,1
11:23:59,18,3880,0,941.2,0,117.1,0,60.7,11,1
11:24:01,19,3848,0,941.2,0,117.1,0,60.7,11,1
11:24:03,19,3918,0,941.2,0,117.1,0,60.7,11,1
11:24:05,16,3917,0,941.2,0,117.1,0,60.7,11,1
11:24:07,17,3960,0,941.2,0,117.1,0,60.7,11,1
11:24:09,15,4021,0,941.2,0,117.1,0,60.7,11,1
11:24:11,16,4001,0,941.2,0,117.1,0,60.7,11,1
11:24:14,12,3974,0,941.2,0,117.1,0,60.7,11,1
11:24:16,16,3960,0,941.2,0,117.1,0,60.7,11,1
11:24:18,15,3937,0,941.2,0,117.1,0,60.7,11,1
11:24:20,14,3932,0,941.2,0,117.1,0,60.7,11,1
11:24:22,16,3906,0,941.2,0,117.1,0,60.7,11,1
11:24:24,14,3894,0,941.2,0,117.2,0,60.7,11,1
11:24:26,18,3914,0,941.2,0,117.2,0,60.7,11,1
11:24:28,15,3918,0,941.2,0,117.2,0,60.7,11,1
11:24:30,16,3919,0,941.2,0,117.2,0,60.7,11,1
11:24:32,16,3909,0,941.2,0,117.2,0,60.7,11,1
11:24:34,16,3918,0,941.2,0,117.2,0,60.7,11,1
11:24:36,18,3918,0,941.2,0,117.2,0,60.7,11,1
11:24:39,22,3906,0,941.2,0,117.2,0,60.7,11,1
11:24:41,17,3912,0,941.2,0,117.2,0,60.7,11,1
11:24:43,13,3907,0,941.2,0,117.2,0,60.7,11,1
11:24:45,10,3894,0,941.2,0,117.2,0,60.7,11,1
11:24:47,12,3944,0,941.2,0,117.2,0,60.7,11,1
11:24:49,8,3941,0,941.2,0,117.2,0,60.7,11,1
11:24:51,10,3950,0,941.2,0,117.2,0,60.7,11,1
11:24:53,8,3947,0,941.2,0,117.2,0,60.7,11,1
11:24:55,10,3951,0,941.2,0,117.2,0,60.7,11,1
11:24:57,8,3945,0,941.2,0,117.2,0,60.7,11,1
11:24:59,8,3945,0,941.2,0,117.2,0,60.7,11,1
11:25:01,10,3942,0,941.2,0,117.2,0,60.7,11,1
11:25:03,9,3951,0,941.2,0,117.2,0,60.7,11,1
11:25:06,13,3950,0,941.2,0,117.2,0,60.7,11,1
11:25:08,9,3942,0,941.2,0,117.2,0,60.7,11,1
11:25:10,13,3959,0,941.2,0,117.2,0,60.7,11,1
11:25:12,8,3961,0,941.2,0,117.2,0,60.7,11,1
11:25:14,10,3972,0,941.2,0,117.2,0,60.7,11,1
11:25:16,8,3957,0,941.2,0,117.2,0,60.7,11,1
11:25:18,8,3969,0,941.2,0,117.2,0,60.7,11,1
11:25:20,11,3964,0,941.2,0,117.3,0,60.7,11,1
11:25:22,11,3960,0,941.2,0,117.3,0,60.7,11,1
11:25:24,14,3967,0,941.2,0,117.3,0,60.7,11,1
11:25:26,16,3967,0,941.2,0,117.3,0,60.7,11,1
11:25:28,12,3968,0,941.2,0,117.3,0,60.7,11,1
11:25:30,13,3973,0,941.2,0,117.3,0,60.7,11,1
11:25:33,12,3958,0,941.2,0,118.6,0,60.7,11,1
11:25:35,12,3959,0,941.2,0,118.6,0,60.7,11,1
11:25:37,12,3985,0,941.2,0,118.6,0,60.7,11,1
11:25:39,16,3976,0,941.2,0,118.6,0,60.7,11,1
11:25:41,12,3957,0,941.2,0,118.6,0,60.7,11,1
11:25:43,12,3941,0,941.2,0,118.6,0,60.7,11,1
11:25:45,10,3937,0,941.2,0,118.7,0,60.7,11,1
11:25:47,9,3944,0,941.2,0,118.7,0,60.7,11,1
11:25:49,11,3959,0,941.2,0,118.7,0,60.7,11,1
11:25:51,7,3965,0,941.2,0,118.7,0,60.7,11,1
11:25:53,10,3959,0,941.2,0,118.7,0,60.7,11,1
11:25:55,8,3965,0,941.2,0,118.7,0,60.7,11,1
11:25:57,8,3963,0,941.2,0,118.7,0,60.7,11,1
11:26:00,8,3955,0,941.2,0,118.7,0,60.7,11,1
11:26:02,17,3933,0,941.2,0,118.7,0,60.7,11,1
11:26:04,16,3932,0,941.2,0,118.7,0,60.7,11,1
11:26:06,15,3924,0,941.2,0,118.7,0,60.7,11,1
11:26:08,15,3909,0,941.2,0,118.7,0,60.7,11,1
11:26:10,15,3901,0,941.2,0,118.7,0,60.7,11,1
11:26:12,19,3905,0,941.2,0,118.7,0,60.7,11,1
11:26:14,15,3902,0,941.2,0,118.7,0,60.7,11,1
11:26:16,16,3903,0,941.2,0,118.7,0,60.7,11,1
11:26:18,14,3901,0,941.2,0,118.7,0,60.7,11,1
11:26:20,16,3905,0,941.2,0,118.7,0,60.7,11,1
11:26:22,14,3874,0,941.2,0,118.7,0,60.7,11,1
11:26:25,17,3856,0,941.2,0,118.7,0,60.7,11,1
11:26:27,19,3839,0,941.2,0,118.7,0,60.7,11,1
11:26:29,19,3867,0,941.2,0,118.8,0,60.7,11,1
11:26:31,14,3826,0,941.2,0,118.8,0,60.7,11,1
11:26:33,16,3779,0,941.2,0,118.8,0,60.7,11,1
11:26:35,15,3755,0,941.2,0,118.8,0,60.7,11,1
11:26:37,14,3758,0,941.2,0,118.8,0,60.7,11,1
11:26:39,14,3757,0,941.2,0,118.8,0,60.7,11,1
11:26:41,16,3759,0,941.2,0,118.8,0,60.7,11,1
11:26:43,10,3801,0,941.2,0,118.8,0,60.7,11,1
11:26:45,10,3802,0,941.2,0,118.8,0,60.7,11,1
11:26:47,11,3804,0,941.2,0,118.8,0,60.7,11,1
11:26:49,11,3805,0,941.2,0,118.8,0,60.7,11,1
11:26:52,10,3806,0,941.2,0,118.8,0,60.7,11,1
11:26:54,10,3804,0,941.2,0,118.9,0,60.7,11,1
11:26:56,7,3804,0,941.2,0,118.9,0,60.7,11,1
11:26:58,9,3802,0,941.2,0,118.9,0,60.7,11,1
11:27:00,11,3857,0,926.2,0,116.3,0,60.2,11,1
11:27:02,9,3873,0,926.2,0,116.3,0,60.2,11,1
11:27:04,7,3875,0,926.2,0,116.3,0,60.2,11,1
11:27:06,10,3855,0,926.2,0,116.3,0,60.2,11,1
11:27:08,14,3844,0,926.2,0,116.3,0,60.2,11,1
11:27:10,15,3838,0,926.2,0,116.3,0,60.2,11,1
11:27:12,13,3831,0,926.2,0,116.3,0,60.2,11,1
11:27:14,21,3828,0,926.2,0,116.3,0,60.2,11,1
11:27:16,20,3772,0,926.2,0,116.3,0,60.2,11,1
11:27:19,23,3765,0,926.6,0,116.3,0,60.2,11,1
11:27:21,27,3762,0,926.9,0,116.3,0,60.2,11,1
11:27:23,23,3772,0,927.2,0,116.3,0,60.2,11,1
11:27:25,22,3771,0,927.4,0,116.3,0,60.2,11,1
11:27:27,23,3776,0,928.7,0,116.3,0,60.3,11,1
11:27:29,22,3796,0,928.8,0,116.3,0,60.3,11,1
11:27:31,17,3778,0,927.8,0,116.3,0,60.3,11,1
11:27:33,16,3782,0,927.8,0,116.3,0,60.3,11,1
11:27:35,16,3774,0,927.8,0,116.3,0,60.3,11,1
11:27:37,14,3780,0,927.8,0,116.3,0,60.3,11,1
11:27:39,10,3784,0,927.8,0,116.3,0,60.3,11,1
11:27:42,13,3788,0,927.8,0,116.3,0,60.3,11,1
11:27:44,15,3779,0,927.8,0,116.3,0,60.3,11,1
11:27:46,16,3767,0,927.8,0,116.4,0,60.3,11,1
11:27:48,16,3730,0,927.8,0,116.4,0,60.3,11,1
11:27:50,15,3696,0,927.8,0,116.4,0,60.3,11,1
11:27:52,17,3660,0,927.8,0,116.4,0,60.3,11,1
11:27:54,18,3650,0,927.8,0,116.4,0,60.3,11,1
11:27:56,18,3639,0,927.8,0,116.4,0,60.3,11,1
11:27:58,16,3619,0,927.8,0,116.4,0,60.3,11,1
11:28:00,16,3707,0,927.8,0,116.4,0,60.3,11,1
11:28:02,17,3691,0,927.8,0,116.4,0,60.3,11,1
11:28:04,16,3702,0,927.8,0,116.4,0,60.3,11,1
11:28:07,13,3740,0,927.8,0,116.4,0,60.3,11,1
11:28:09,8,3744,0,927.8,0,116.4,0,60.3,11,1
11:28:11,7,3749,0,927.8,0,116.4,0,60.3,11,1
11:28:13,8,3744,0,927.8,0,116.4,0,60.3,11,1
11:28:15,7,3747,0,927.8,0,116.4,0,60.3,11,1
11:28:17,16,3714,0,927.8,0,116.4,0,60.3,11,1
11:28:19,15,3717,0,928.1,0,116.4,0,60.3,11,1
11:28:21,16,3716,0,928.4,0,116.4,0,60.3,11,1
11:28:23,15,3713,0,928.7,0,116.4,0,60.3,11,1
11:28:25,20,3712,0,929.0,0,116.4,0,60.4,11,1
11:28:27,18,3716,0,929.1,0,116.4,0,60.4,11,1
11:28:29,18,3718,0,929.3,0,116.4,0,60.5,11,1
11:28:31,18,3690,0,948.4,0,116.4,0,60.5,11,1
11:28:34,16,3704,0,948.6,0,116.4,0,60.5,11,1
11:28:36,12,3722,0,948.6,0,116.5,0,60.5,11,1
11:28:38,7,3714,0,948.6,0,116.5,0,60.7,11,1
11:28:40,10,3728,0,948.6,0,116.5,0,60.7,11,1
11:28:42,8,3728,0,948.6,0,116.5,0,60.7,11,1
11:28:44,10,3730,0,948.6,0,116.5,0,60.7,11,1
11:28:46,7,3730,0,948.6,0,116.5,0,60.7,11,1
11:28:48,9,3714,0,948.6,0,116.5,0,60.7,11,1
11:28:50,12,3711,0,948.6,0,116.5,0,60.7,11,1
11:28:52,8,3724,0,948.6,0,116.5,0,60.7,11,1
11:28:54,10,3714,0,948.6,0,116.5,0,60.7,11,1
11:28:56,8,3720,0,948.6,0,116.5,0,60.7,11,1
11:28:59,10,3711,0,948.6,0,116.5,0,60.7,11,1
11:29:01,8,3719,0,948.6,0,116.5,0,60.7,11,1
11:29:03,14,3704,0,948.6,0,116.5,0,60.7,11,1
11:29:05,10,3722,0,948.6,0,116.5,0,60.7,11,1
11:29:07,11,3721,0,948.6,0,116.5,0,60.7,11,1
11:29:09,8,3725,0,948.6,0,116.5,0,60.7,11,1
11:29:11,12,3705,0,948.6,0,116.5,0,60.7,11,1
11:29:13,16,3712,0,948.6,0,116.5,0,60.7,11,1
11:29:15,14,3710,0,948.6,0,116.5,0,60.7,11,1
11:29:17,15,3712,0,948.6,0,116.5,0,60.7,11,1
11:29:19,19,3704,0,948.6,0,116.5,0,60.7,11,1
11:29:21,19,3706,0,948.6,0,116.5,0,60.7,11,1
11:29:23,21,3706,0,948.6,0,116.5,0,60.7,11,1
11:29:26,20,3697,0,948.6,0,116.5,0,60.7,11,1
11:29:28,19,3684,0,948.6,0,116.5,0,60.7,11,1
11:29:30,13,3680,0,948.6,0,116.6,0,60.7,11,1
11:29:32,14,3682,0,948.6,0,116.6,0,60.7,11,1
11:29:34,16,3682,0,948.6,0,116.6,0,60.7,11,1
11:29:36,16,3665,0,948.6,0,116.6,0,60.7,11,1
11:29:38,14,3654,0,948.6,0,116.6,0,60.7,11,1
11:29:40,12,3655,0,948.6,0,116.6,0,60.7,11,1
11:29:42,11,3657,0,948.6,0,116.6,0,60.7,11,1
11:29:44,12,3658,0,948.6,0,116.6,0,60.7,11,1
11:29:46,13,3656,0,948.6,0,116.6,0,60.7,11,1
11:29:48,15,3662,0,948.6,0,116.6,0,60.7,11,1
11:29:50,10,3657,0,948.6,0,116.6,0,60.7,11,1
11:29:53,15,3656,0,948.6,0,116.6,0,60.7,11,1
11:29:55,11,3867,0,948.6,0,116.6,0,60.7,11,1
11:29:57,13,3831,0,948.6,0,116.6,0,60.7,11,1
11:29:59,10,3839,0,948.6,0,116.6,0,60.7,11,1
11:30:01,13,3830,0,948.6,0,116.6,0,60.7,11,1
11:30:03,14,3820,0,948.6,0,116.6,0,60.7,11,1
11:30:05,10,3819,0,948.6,0,116.6,0,60.7,11,1
11:30:07,11,3825,0,948.6,0,116.6,0,60.7,11,1
11:30:09,15,3818,0,948.6,0,116.6,0,60.7,11,1
11:30:11,18,3814,0,948.6,0,116.6,0,60.7,11,1
11:30:13,13,3812,0,948.6,0,116.6,0,60.7,11,1
11:30:15,12,3810,0,948.6,0,116.6,0,60.7,11,1
11:30:18,12,3811,0,948.6,0,116.6,0,60.7,11,1
11:30:20,11,3805,0,948.6,0,116.6,0,60.7,11,1
11:30:22,16,3800,0,948.6,0,116.7,0,60.7,11,1
11:30:24,12,3803,0,948.6,0,116.6,0,60.7,11,1
11:30:26,11,3798,0,948.6,0,116.6,0,60.7,11,1
11:30:28,13,3795,0,948.6,0,116.6,0,60.7,11,1
11:30:30,12,3791,0,948.6,0,116.6,0,60.7,11,1
11:30:32,11,3794,0,948.6,0,116.7,0,60.7,11,1
11:30:34,11,3788,0,948.6,0,116.7,0,60.7,11,1
11:30:36,15,3788,0,948.6,0,116.7,0,60.7,11,1
11:30:38,13,3785,0,948.6,0,116.7,0,60.7,11,1
11:30:40,13,3764,0,948.6,0,116.7,0,60.7,11,1
11:30:43,21,3762,0,948.6,0,116.7,0,60.7,11,1
11:30:45,39,3794,0,948.6,0,116.7,0,60.7,11,1
11:30:47,36,3778,0,948.6,0,116.7,0,60.7,11,1
11:30:49,24,3779,0,948.6,0,116.7,0,60.7,11,1
11:30:51,22,3852,0,948.6,0,116.7,0,60.7,11,1
11:30:53,19,3855,0,948.6,0,116.7,0,60.7,11,1
11:30:55,17,3855,0,948.6,0,116.7,0,60.7,11,1
11:30:57,17,3856,0,948.6,0,116.7,0,60.7,11,1
11:30:59,18,3845,0,948.6,0,116.7,0,60.7,11,1
11:31:01,21,3848,0,948.6,0,116.7,0,60.7,11,1
11:31:03,19,3852,0,948.6,0,116.7,0,60.7,11,1
11:31:05,17,3850,0,948.6,0,116.7,0,60.7,11,1
11:31:08,16,3844,0,948.6,0,116.7,0,60.7,11,1
11:31:10,32,3749,0,948.6,0,116.8,0,60.7,11,1
11:31:12,62,4009,0,948.6,0,116.8,0,60.7,11,1
11:31:14,17,4050,0,948.6,0,116.8,0,60.7,11,1
11:31:16,12,4196,0,948.6,0,116.8,0,60.7,11,1
11:31:18,9,4197,0,948.6,0,116.8,0,60.7,11,1
11:31:20,5,4194,0,948.6,0,116.8,0,60.7,11,1
11:31:22,6,4195,0,948.6,0,116.8,0,60.7,11,1
11:31:24,6,4197,0,948.6,0,116.8,0,60.7,11,1
11:31:26,6,4194,0,948.6,0,116.8,0,60.7,11,1
11:31:28,8,4156,0,948.6,0,116.8,0,60.7,11,1
11:31:30,4,4159,0,948.6,0,116.8,0,60.7,11,1
11:31:32,4,4166,0,948.6,0,116.8,0,60.7,11,1
11:31:35,6,4163,0,948.6,0,116.8,0,60.7,11,1
11:31:37,6,4162,0,948.6,0,116.8,0,60.7,11,1
11:31:39,6,4168,0,948.6,0,116.8,0,60.7,11,1
11:31:41,5,4172,0,948.6,0,116.8,0,60.7,11,1
11:31:43,4,4182,0,948.6,0,116.8,0,60.7,11,1
11:31:45,8,4179,0,948.6,0,116.8,0,60.7,11,1
11:31:47,10,4181,0,948.6,0,116.8,0,60.7,11,1
11:31:49,7,4181,0,948.6,0,116.8,0,60.7,11,1
11:31:51,6,4183,0,948.6,0,116.8,0,60.7,11,1
11:31:53,7,4176,0,948.6,0,116.8,0,60.7,11,1
11:31:55,8,4176,0,948.6,0,116.8,0,60.7,11,1
11:31:57,5,4174,0,948.6,0,116.8,0,60.7,11,1
11:31:59,5,4174,0,948.6,0,116.8,0,60.7,11,1
11:32:01,10,4165,0,948.6,0,116.8,0,60.7,11,1
11:32:04,12,4168,0,948.6,0,116.9,0,60.7,11,1
11:32:06,17,4151,0,948.6,0,116.9,0,60.7,11,1
11:32:08,12,4162,0,948.6,0,116.9,0,60.7,3,1
11:32:10,8,4155,0,948.6,0,116.9,0,60.7,3,1
11:32:12,6,4155,0,948.6,0,116.9,0,60.7,3,1
11:32:14,4,4155,0,948.6,0,116.9,0,60.7,3,1
11:32:16,6,4154,0,948.6,0,116.9,0,60.7,3,1
11:32:18,6,4165,0,948.6,0,116.9,0,60.7,3,1
11:32:20,6,4166,0,948.6,0,116.9,0,60.7,3,1
11:32:22,10,4166,0,948.6,0,116.9,0,60.7,3,1
11:32:24,8,4161,0,948.6,0,116.9,0,60.7,3,1
11:32:26,5,4163,0,948.6,0,116.9,0,60.7,3,1
11:32:28,6,4165,0,948.6,0,116.9,0,60.7,3,1
11:32:31,6,4161,0,948.6,0,116.9,0,60.7,3,1
11:32:33,6,4162,0,948.6,0,116.9,0,60.7,3,1
11:32:35,4,4161,0,948.6,0,116.9,0,60.7,3,1
11:32:37,5,4157,0,948.6,0,116.9,0,60.7,3,1
11:32:39,5,4157,0,948.6,0,116.9,0,60.7,3,1
11:32:41,6,4157,0,948.6,0,116.9,0,60.7,3,1
11:32:43,7,4167,0,948.6,0,116.9,0,60.7,3,1
11:32:45,6,4158,0,948.6,0,116.9,0,60.7,3,1
11:32:47,7,4161,0,948.6,0,116.9,0,60.7,3,1
11:32:49,6,4161,0,948.6,0,116.9,0,60.7,3,1
11:32:51,6,4160,0,948.6,0,116.9,0,60.7,3,1
11:32:53,8,4159,0,948.7,0,116.9,0,60.7,3,1
11:32:55,7,4159,0,948.7,0,116.9,0,60.7,3,1
11:32:57,6,4268,0,948.7,0,117.0,0,60.7,3,1
11:33:00,4,4267,0,948.7,0,117.0,0,60.7,3,1
11:33:02,7,4269,0,948.7,0,117.0,0,60.7,3,1
11:33:04,7,4269,0,948.7,0,117.0,0,60.7,3,1
11:33:06,4,4275,0,948.7,0,117.0,0,60.7,3,1
11:33:08,7,4278,0,948.7,0,117.0,0,60.7,3,1
11:33:10,6,4275,0,948.7,0,117.0,0,60.7,3,1
11:33:12,5,4274,0,948.7,0,117.0,0,60.7,3,1
11:33:14,4,4276,0,948.7,0,117.0,0,60.7,3,1
11:33:16,7,4273,0,948.7,0,117.0,0,60.7,3,1
11:33:18,5,4280,0,948.7,0,117.0,0,60.7,3,1
11:33:20,7,4273,0,948.7,0,117.0,0,60.7,3,1
11:33:22,6,4275,0,948.7,0,117.0,0,60.7,3,1
11:33:24,4,4276,0,948.7,0,117.0,0,60.7,3,1
11:33:27,7,4274,0,948.7,0,117.0,0,60.7,3,1
11:33:29,9,4273,0,948.7,0,117.0,0,60.7,3,1
11:33:31,7,4277,0,948.7,0,117.0,0,60.7,3,1
11:33:33,6,4281,0,948.7,0,117.0,0,60.7,3,1
11:33:35,5,4274,0,948.7,0,117.0,0,60.7,3,1
11:33:37,5,4274,0,948.7,0,117.0,0,60.7,3,1
11:33:39,6,4277,0,948.7,0,117.0,0,60.7,3,1
11:33:41,5,4278,0,948.7,0,117.0,0,60.7,3,1
11:33:43,4,4279,0,948.7,0,117.0,0,60.7,3,1
11:33:45,5,4281,0,948.7,0,117.0,0,60.7,3,1
11:33:47,7,4281,0,948.7,0,117.0,0,60.7,3,1
11:33:49,5,4277,0,948.7,0,117.1,0,60.7,3,1
11:33:51,6,4281,0,948.7,0,117.1,0,60.7,3,1
11:33:53,6,4282,0,948.7,0,117.1,0,60.7,3,1
11:33:55,6,4281,0,948.7,0,117.1,0,60.7,3,1
11:33:58,7,4276,0,948.7,0,117.1,0,60.7,3,1
11:34:00,7,4272,0,948.7,0,117.1,0,60.7,3,1
11:34:02,6,4274,0,948.7,0,117.1,0,60.7,3,1
